year,population,netMigration,population_in_millions
1.0,0.06460526921182476,0.004664361800600792,0.06456501752012662
0.06460526921182476,1.0,-0.08919536294669259,0.9999964122827415
0.004664361800600792,-0.08919536294669259,1.0,-0.08920617569245712
0.06456501752012662,0.9999964122827415,-0.08920617569245712,1.0
